survey_id,average_time_spent_on_unpaid_domestic_and_care_work,proficiency_in_numeracy,proficiency_in_literacy,below_poverty_line,employment_status,survey_year,takes_by_personal_id
19376,27,1,1,1,unemployed,2019,16176
19377,9,1,1,1,unemployed,2019,16177
19378,15,1,1,1,employed,2019,16178
19379,31,1,0,1,employed,2019,16179
19380,37,1,1,1,employed,2019,16180
19381,5,1,1,1,employed,2019,16181
19382,10,1,1,1,below_minimum_legal_work_age,2019,16182
19383,36,1,1,1,employed,2019,16183
19384,4,1,1,1,employed,2019,16184
19385,38,1,0,1,employed,2019,16185
19386,8,1,1,1,employed,2019,16186
19387,33,0,0,1,employed,2019,16187
19388,26,1,1,1,employed,2019,16188
19389,29,1,1,0,below_minimum_legal_work_age,2019,16189
19390,9,1,1,1,employed,2019,16190
19391,40,1,1,0,below_minimum_legal_work_age,2019,16191
19392,6,1,0,1,employed,2019,16192
19393,40,0,1,1,unemployed,2019,16193
19394,5,1,1,1,employed,2019,16194
19395,11,0,0,0,unemployed,2019,16195
19396,11,1,1,0,employed,2019,16196
19397,7,1,0,1,employed,2019,16197
19398,23,1,1,1,employed,2019,16198
19399,9,0,1,1,employed,2019,16199
19400,11,0,1,0,employed,2019,16200
19401,36,1,1,0,unemployed,2020,16201
19402,26,1,1,1,employed,2020,16202
19403,12,1,1,1,employed,2020,16203
19404,8,1,0,1,employed,2020,16204
19405,31,1,1,1,employed,2020,16205
19406,28,0,1,1,below_minimum_legal_work_age,2020,16206
19407,6,0,0,1,below_minimum_legal_work_age,2020,16207
19408,8,1,0,1,below_minimum_legal_work_age,2020,16208
19409,19,0,0,0,unemployed,2020,16209
19410,21,0,1,0,employed,2020,16210
19411,13,1,1,1,employed,2020,16211
19412,8,1,1,1,below_minimum_legal_work_age,2020,16212
19413,21,1,1,1,employed,2020,16213
19414,23,1,1,0,unemployed,2020,16214
19415,28,1,0,1,employed,2020,16215
19416,7,1,0,1,employed,2020,16216
19417,18,1,0,1,unemployed,2020,16217
19418,7,0,1,1,employed,2020,16218
19419,32,1,1,1,employed,2020,16219
19420,28,1,1,1,below_minimum_legal_work_age,2020,16220
19421,6,1,0,1,employed,2020,16221
19422,34,1,1,0,unemployed,2020,16222
19423,11,1,1,0,employed,2020,16223
19424,26,1,1,1,unemployed,2020,16224
19425,31,1,0,0,unemployed,2020,16225
19426,29,0,1,1,employed,2020,16226
19427,13,1,0,1,employed,2020,16227
19428,40,1,1,1,employed,2020,16228
19429,5,1,1,1,employed,2020,16229
19430,37,0,1,1,unemployed,2020,16230
19431,29,1,1,1,employed,2020,16231
19432,40,0,1,1,employed,2020,16232
19433,12,1,0,1,unemployed,2020,16233
19434,9,1,1,1,below_minimum_legal_work_age,2020,16234
19435,10,1,1,1,employed,2020,16235
19436,23,1,1,1,below_minimum_legal_work_age,2020,16236
19437,7,0,0,0,employed,2020,16237
19438,11,1,0,0,employed,2020,16238
19439,34,0,1,0,employed,2020,16239
19440,7,0,1,0,unemployed,2020,16240
19441,8,0,0,0,unemployed,2020,16241
19442,10,1,0,1,employed,2020,16242
19443,11,1,1,1,employed,2020,16243
19444,20,1,1,1,below_minimum_legal_work_age,2020,16244
19445,8,1,1,0,employed,2020,16245
19446,21,1,1,1,employed,2020,16246
19447,7,0,1,1,employed,2020,16247
19448,28,1,1,0,employed,2020,16248
19449,39,0,1,1,employed,2020,16249
19450,12,1,0,1,employed,2020,16250
19451,7,1,1,0,below_minimum_legal_work_age,2020,16251
19452,21,0,0,0,employed,2020,16252
19453,31,0,0,0,unemployed,2020,16253
19454,13,1,0,1,unemployed,2020,16254
19455,6,1,0,1,employed,2020,16255
19456,20,1,1,0,employed,2020,16256
19457,31,0,0,1,employed,2020,16257
19458,12,1,1,1,unemployed,2020,16258
19459,17,0,0,1,unemployed,2020,16259
19460,27,1,1,1,employed,2020,16260
19461,22,1,0,1,unemployed,2020,16261
19462,6,1,0,0,unemployed,2020,16262
19463,4,1,1,1,employed,2020,16263
19464,12,0,1,1,employed,2020,16264
19465,11,1,0,0,employed,2020,16265
19466,10,0,1,0,employed,2020,16266
19467,4,1,1,1,unemployed,2020,16267
19468,30,1,1,0,employed,2020,16268
19469,6,1,0,0,unemployed,2020,16269
19470,39,0,1,1,employed,2020,16270
19471,6,1,1,1,employed,2020,16271
19472,36,1,1,1,employed,2020,16272
19473,10,1,1,1,unemployed,2020,16273
19474,16,1,0,1,employed,2020,16274
19475,10,1,0,1,employed,2020,16275
19476,19,0,1,1,employed,2020,16276
19477,11,1,0,1,employed,2020,16277
19478,10,0,0,1,unemployed,2020,16278
19479,10,1,0,1,below_minimum_legal_work_age,2020,16279
19480,20,1,1,1,below_minimum_legal_work_age,2020,16280
19481,5,1,0,1,unemployed,2020,16281
19482,38,0,0,1,unemployed,2020,16282
19483,9,1,1,1,unemployed,2020,16283
19484,16,1,1,0,unemployed,2020,16284
19485,12,1,1,0,employed,2020,16285
19486,31,1,1,1,unemployed,2020,16286
19487,30,0,0,1,unemployed,2020,16287
19488,13,1,0,1,unemployed,2020,16288
19489,34,1,0,0,unemployed,2020,16289
19490,5,1,0,1,employed,2020,16290
19491,20,1,0,1,employed,2020,16291
19492,35,1,1,0,employed,2020,16292
19493,16,1,1,1,employed,2020,16293
19494,10,0,0,1,employed,2020,16294
19495,14,0,1,1,unemployed,2020,16295
19496,4,1,1,1,below_minimum_legal_work_age,2020,16296
19497,10,1,1,0,below_minimum_legal_work_age,2020,16297
19498,37,1,0,1,below_minimum_legal_work_age,2020,16298
19499,10,1,1,0,below_minimum_legal_work_age,2020,16299
19500,20,1,1,1,employed,2020,16300
19501,22,1,1,1,employed,2020,16301
19502,20,0,0,1,employed,2020,16302
19503,12,1,0,1,employed,2020,16303
19504,6,1,1,0,below_minimum_legal_work_age,2020,16304
19505,18,1,0,1,employed,2020,16305
19506,20,1,1,1,unemployed,2020,16306
19507,38,1,1,1,employed,2020,16307
19508,12,0,0,1,employed,2020,16308
19509,28,1,0,1,employed,2020,16309
19510,21,1,1,1,unemployed,2020,16310
19511,4,1,0,0,employed,2020,16311
19512,7,1,1,1,employed,2020,16312
19513,38,1,1,1,unemployed,2020,16313
19514,17,1,0,1,employed,2020,16314
19515,16,1,1,0,employed,2020,16315
19516,33,1,0,1,employed,2020,16316
19517,32,1,1,1,unemployed,2020,16317
19518,29,0,1,1,employed,2020,16318
19519,35,1,1,0,employed,2020,16319
19520,4,1,1,1,below_minimum_legal_work_age,2020,16320
19521,14,1,1,1,unemployed,2020,16321
19522,11,1,1,1,employed,2020,16322
19523,7,1,1,1,unemployed,2020,16323
19524,17,1,0,1,employed,2020,16324
19525,4,1,1,1,unemployed,2020,16325
19526,10,1,1,0,employed,2020,16326
19527,27,1,1,0,employed,2020,16327
19528,36,1,1,1,employed,2020,16328
19529,8,0,1,0,unemployed,2020,16329
19530,33,0,1,0,below_minimum_legal_work_age,2020,16330
19531,30,1,1,0,below_minimum_legal_work_age,2020,16331
19532,11,1,1,1,employed,2020,16332
19533,11,1,1,1,unemployed,2020,16333
19534,38,1,1,0,employed,2020,16334
19535,11,1,1,1,below_minimum_legal_work_age,2020,16335
19536,33,0,1,0,employed,2020,16336
19537,5,0,1,1,unemployed,2020,16337
19538,8,0,1,0,employed,2020,16338
19539,10,1,0,1,employed,2020,16339
19540,30,1,1,1,unemployed,2020,16340
19541,6,1,1,1,unemployed,2020,16341
19542,26,1,1,1,employed,2020,16342
19543,22,0,1,1,unemployed,2020,16343
19544,13,1,1,1,unemployed,2020,16344
19545,7,1,1,0,unemployed,2020,16345
19546,29,1,0,1,employed,2020,16346
19547,13,1,0,1,below_minimum_legal_work_age,2020,16347
19548,8,1,1,1,employed,2020,16348
19549,22,1,1,0,employed,2020,16349
19550,4,0,1,1,employed,2020,16350
19551,12,0,1,1,employed,2020,16351
19552,4,1,1,1,employed,2020,16352
19553,7,1,0,1,unemployed,2020,16353
19554,17,1,1,1,employed,2020,16354
19555,34,1,1,0,below_minimum_legal_work_age,2020,16355
19556,28,1,1,0,unemployed,2020,16356
19557,37,0,1,1,unemployed,2020,16357
19558,27,1,1,1,employed,2020,16358
19559,39,1,0,0,unemployed,2020,16359
19560,13,0,1,0,employed,2020,16360
19561,29,1,1,1,employed,2020,16023
19562,7,1,1,1,employed,2020,16108
19563,25,0,1,1,below minimum working age,2020,16059
19564,6,1,1,1,unemployed,2020,16181
19565,6,1,1,0,employed,2020,16122
19566,20,1,1,0,employed,2020,16119
19567,6,1,1,0,employed,2020,16001
19568,29,1,1,1,below minimum working age,2020,16175
19569,8,1,1,1,employed,2020,16155
19570,29,1,1,0,employed,2020,16016
19571,38,1,0,0,unemployed,2020,16133
19572,37,1,1,1,employed,2020,16096
19573,19,1,1,0,unemployed,2020,16035
19574,11,1,1,1,below minimum working age,2020,16099
19575,8,1,1,1,unemployed,2020,16084
19576,8,1,1,1,employed,2020,16169
19577,19,1,1,1,unemployed,2020,16018
19578,33,1,1,0,unemployed,2020,16030
19579,11,1,0,1,unemployed,2020,16170
19580,27,1,1,0,employed,2020,16198
19581,26,1,1,0,employed,2020,16165
19582,25,1,1,0,unemployed,2020,16061
19583,10,1,1,0,employed,2020,16161
19584,27,1,1,0,employed,2020,16151
19585,5,1,1,0,employed,2020,16164
19586,7,1,1,0,employed,2020,16081
19587,32,1,1,1,employed,2020,16121
19588,7,1,1,0,employed,2020,16199
19589,15,1,1,1,employed,2020,16077
19590,24,1,1,1,employed,2020,16089
19591,40,1,1,1,below minimum working age,2020,16132
19592,27,1,1,1,unemployed,2020,16028
19593,34,1,1,1,employed,2020,16091
19594,28,1,1,0,employed,2020,16052
19595,7,1,1,0,employed,2020,16063
19596,5,1,1,1,employed,2020,16194
19597,8,1,0,1,employed,2020,16114
19598,10,1,1,1,employed,2020,16160
19599,26,1,1,1,employed,2020,16135
19600,6,1,0,0,employed,2020,16093
19601,10,1,0,0,employed,2021,16361
19602,8,0,1,1,unemployed,2021,16362
19603,8,0,1,0,unemployed,2021,16363
19604,8,1,0,1,employed,2021,16364
19605,24,0,1,0,unemployed,2021,16365
19606,29,1,1,1,unemployed,2021,16366
19607,11,0,1,1,employed,2021,16367
19608,15,1,1,1,employed,2021,16368
19609,4,1,0,1,below_minimum_legal_work_age,2021,16369
19610,8,1,1,1,unemployed,2021,16370
19611,13,0,0,1,unemployed,2021,16371
19612,11,0,0,1,employed,2021,16372
19613,8,1,1,1,employed,2021,16373
19614,28,1,0,1,unemployed,2021,16374
19615,5,1,1,1,employed,2021,16375
19616,5,1,1,0,employed,2021,16376
19617,25,1,1,1,employed,2021,16377
19618,8,1,1,1,employed,2021,16378
19619,9,1,1,0,employed,2021,16379
19620,4,1,1,0,unemployed,2021,16380
19621,10,0,1,1,employed,2021,16381
19622,10,1,1,1,employed,2021,16382
19623,11,0,0,0,employed,2021,16383
19624,25,1,1,1,employed,2021,16384
19625,34,1,1,1,unemployed,2021,16385
19626,22,1,1,1,unemployed,2021,16386
19627,8,0,1,1,employed,2021,16387
19628,35,0,1,1,unemployed,2021,16388
19629,12,1,0,0,unemployed,2021,16389
19630,26,1,1,0,unemployed,2021,16390
19631,37,1,1,1,employed,2021,16391
19632,5,1,1,1,below_minimum_legal_work_age,2021,16392
19633,20,1,0,0,employed,2021,16393
19634,12,1,0,0,employed,2021,16394
19635,32,0,1,1,unemployed,2021,16395
19636,13,0,1,1,employed,2021,16396
19637,18,0,1,1,employed,2021,16397
19638,5,0,1,1,employed,2021,16398
19639,9,0,1,1,unemployed,2021,16399
19640,23,1,1,1,unemployed,2021,16400
19641,12,1,1,0,employed,2021,16401
19642,7,1,0,1,employed,2021,16402
19643,8,1,1,1,unemployed,2021,16403
19644,7,1,1,0,employed,2021,16404
19645,23,1,1,0,employed,2021,16405
19646,4,1,1,1,employed,2021,16406
19647,11,1,0,1,employed,2021,16407
19648,12,1,0,1,below_minimum_legal_work_age,2021,16408
19649,4,1,1,1,unemployed,2021,16409
19650,17,0,1,1,employed,2021,16410
19651,27,1,1,0,employed,2021,16411
19652,21,0,1,1,unemployed,2021,16412
19653,10,0,1,0,employed,2021,16413
19654,12,1,0,1,employed,2021,16414
19655,29,0,0,1,employed,2021,16415
19656,20,0,1,1,unemployed,2021,16416
19657,10,1,1,0,employed,2021,16417
19658,29,1,0,1,employed,2021,16418
19659,9,0,1,1,unemployed,2021,16419
19660,11,0,1,1,unemployed,2021,16420
19661,31,1,1,1,below_minimum_legal_work_age,2021,16421
19662,32,1,0,1,employed,2021,16422
19663,5,1,1,1,unemployed,2021,16423
19664,39,1,1,1,unemployed,2021,16424
19665,11,1,1,1,employed,2021,16425
19666,32,1,0,0,employed,2021,16426
19667,34,1,1,1,employed,2021,16427
19668,27,1,0,1,employed,2021,16428
19669,11,0,1,1,employed,2021,16429
19670,8,1,1,1,employed,2021,16430
19671,8,1,0,1,unemployed,2021,16431
19672,7,1,0,1,employed,2021,16432
19673,27,1,1,1,unemployed,2021,16433
19674,12,1,1,0,below_minimum_legal_work_age,2021,16434
19675,15,1,1,0,unemployed,2021,16435
19676,11,1,0,1,employed,2021,16436
19677,8,1,1,0,unemployed,2021,16437
19678,9,1,1,1,employed,2021,16438
19679,35,1,0,1,employed,2021,16439
19680,22,1,0,0,employed,2021,16440
19681,32,1,1,0,unemployed,2021,16441
19682,20,0,1,1,employed,2021,16442
19683,4,1,1,1,employed,2021,16443
19684,40,0,0,0,unemployed,2021,16444
19685,33,1,1,0,below_minimum_legal_work_age,2021,16445
19686,35,1,1,1,unemployed,2021,16446
19687,30,1,0,0,unemployed,2021,16447
19688,13,1,1,0,employed,2021,16448
19689,40,0,0,1,employed,2021,16449
19690,6,1,0,1,unemployed,2021,16450
19691,9,1,0,1,employed,2021,16451
19692,8,1,1,1,unemployed,2021,16452
19693,7,0,1,1,employed,2021,16453
19694,4,1,1,1,employed,2021,16454
19695,9,1,0,0,below_minimum_legal_work_age,2021,16455
19696,5,1,1,1,unemployed,2021,16456
19697,32,0,0,0,unemployed,2021,16457
19698,7,0,1,0,employed,2021,16458
19699,10,1,1,1,unemployed,2021,16459
19700,16,1,1,1,employed,2021,16460
19701,15,0,1,1,employed,2021,16461
19702,8,0,0,1,below_minimum_legal_work_age,2021,16462
19703,11,1,1,1,employed,2021,16463
19704,36,0,1,1,below_minimum_legal_work_age,2021,16464
19705,40,1,1,1,unemployed,2021,16465
19706,7,1,1,1,employed,2021,16466
19707,20,1,1,1,employed,2021,16467
19708,4,1,1,0,unemployed,2021,16468
19709,20,1,1,0,unemployed,2021,16469
19710,5,1,0,0,employed,2021,16470
19711,7,1,0,0,unemployed,2021,16471
19712,30,1,1,1,employed,2021,16472
19713,11,1,0,1,employed,2021,16473
19714,23,1,0,0,employed,2021,16474
19715,17,1,1,0,unemployed,2021,16475
19716,13,1,1,0,employed,2021,16476
19717,12,1,1,1,below_minimum_legal_work_age,2021,16477
19718,11,1,1,1,employed,2021,16478
19719,20,1,1,0,employed,2021,16479
19720,13,1,0,1,employed,2021,16480
19721,31,1,0,1,employed,2021,16481
19722,18,1,1,1,unemployed,2021,16482
19723,7,0,1,1,employed,2021,16483
19724,6,1,1,1,unemployed,2021,16484
19725,23,1,0,1,employed,2021,16485
19726,8,1,1,1,unemployed,2021,16486
19727,36,0,1,1,employed,2021,16487
19728,20,0,0,1,employed,2021,16488
19729,20,1,0,0,employed,2021,16489
19730,7,0,0,0,unemployed,2021,16490
19731,30,1,1,0,employed,2021,16491
19732,7,1,0,1,unemployed,2021,16492
19733,22,1,1,0,employed,2021,16493
19734,25,1,1,1,unemployed,2021,16494
19735,8,1,1,0,employed,2021,16495
19736,30,1,1,1,employed,2021,16496
19737,17,1,1,1,employed,2021,16497
19738,11,0,1,1,employed,2021,16498
19739,12,1,0,1,employed,2021,16499
19740,23,0,0,1,employed,2021,16500
19741,8,1,1,0,below_minimum_legal_work_age,2021,16501
19742,7,1,1,1,employed,2021,16502
19743,27,1,0,0,employed,2021,16503
19744,37,1,1,0,below_minimum_legal_work_age,2021,16504
19745,12,0,0,1,employed,2021,16505
19746,23,1,1,0,employed,2021,16506
19747,16,1,0,1,employed,2021,16507
19748,5,1,0,1,employed,2021,16508
19749,13,1,1,1,employed,2021,16509
19750,39,1,1,0,below_minimum_legal_work_age,2021,16510
19751,10,1,0,0,unemployed,2021,16511
19752,10,1,1,1,employed,2021,16512
19753,13,1,1,1,unemployed,2021,16513
19754,5,0,0,1,unemployed,2021,16514
19755,4,1,1,0,unemployed,2021,16515
19756,40,1,1,0,employed,2021,16516
19757,26,1,1,1,employed,2021,16517
19758,32,1,0,0,employed,2021,16518
19759,10,1,0,0,employed,2021,16519
19760,4,1,1,0,employed,2021,16520
19761,27,1,1,1,unemployed,2021,16203
19762,10,1,1,0,employed,2021,16104
19763,7,1,1,0,below minimum working age,2021,16099
19764,28,1,1,0,below minimum working age,2021,16189
19765,32,1,1,0,unemployed,2021,16196
19766,37,1,1,1,unemployed,2021,16011
19767,9,1,1,1,employed,2021,16341
19768,25,1,1,0,employed,2021,16305
19769,4,1,0,0,employed,2021,16221
19770,9,1,1,0,employed,2021,16254
19771,30,1,1,1,employed,2021,16058
19772,25,1,1,0,unemployed,2021,16148
19773,37,1,1,0,unemployed,2021,16024
19774,30,1,1,0,employed,2021,16319
19775,9,1,1,0,employed,2021,16269
19776,31,1,1,1,employed,2021,16089
19777,25,1,1,1,unemployed,2021,16096
19778,27,1,1,0,unemployed,2021,16118
19779,8,1,1,0,unemployed,2021,16177
19780,8,1,1,0,employed,2021,16160
19781,5,1,1,1,employed,2021,16008
19782,37,1,1,1,unemployed,2021,16230
19783,29,1,1,1,employed,2021,16321
19784,9,1,1,0,employed,2021,16218
19785,12,0,1,1,employed,2021,16247
19786,10,1,1,1,unemployed,2021,16281
19787,17,1,1,1,employed,2021,16105
19788,10,1,1,0,unemployed,2021,16190
19789,26,1,1,0,unemployed,2021,16062
19790,8,1,1,0,employed,2021,16161
19791,10,1,1,0,employed,2021,16001
19792,6,1,1,0,employed,2021,16223
19793,26,0,0,0,unemployed,2021,16209
19794,19,1,1,1,employed,2021,16077
19795,12,0,1,1,employed,2021,16350
19796,8,1,1,1,unemployed,2021,16353
19797,9,1,1,0,unemployed,2021,16112
19798,34,1,1,1,employed,2021,16286
19799,9,1,1,1,employed,2021,16250
19800,33,1,1,0,unemployed,2021,16153
19801,20,1,0,1,employed,2022,16521
19802,37,1,1,0,employed,2022,16522
19803,6,1,0,1,employed,2022,16523
19804,10,1,1,0,employed,2022,16524
19805,12,1,0,1,unemployed,2022,16525
19806,11,0,0,0,employed,2022,16526
19807,13,0,0,1,employed,2022,16527
19808,16,0,1,0,unemployed,2022,16528
19809,8,1,1,0,employed,2022,16529
19810,4,1,1,0,below_minimum_legal_work_age,2022,16530
19811,22,0,1,1,employed,2022,16531
19812,10,0,0,1,employed,2022,16532
19813,12,1,0,0,employed,2022,16533
19814,22,1,0,1,employed,2022,16534
19815,21,0,1,1,employed,2022,16535
19816,7,1,0,0,employed,2022,16536
19817,9,1,1,0,employed,2022,16537
19818,17,1,0,0,unemployed,2022,16538
19819,10,1,0,0,unemployed,2022,16539
19820,17,1,1,1,employed,2022,16540
19821,12,1,0,0,unemployed,2022,16541
19822,30,1,1,1,unemployed,2022,16542
19823,10,1,1,1,below_minimum_legal_work_age,2022,16543
19824,5,1,1,1,unemployed,2022,16544
19825,35,1,1,1,employed,2022,16545
19826,11,1,1,0,employed,2022,16546
19827,5,1,1,1,employed,2022,16547
19828,8,1,0,1,unemployed,2022,16548
19829,14,0,0,0,employed,2022,16549
19830,7,1,1,1,unemployed,2022,16550
19831,30,1,0,1,unemployed,2022,16551
19832,11,0,1,1,unemployed,2022,16552
19833,7,0,0,1,employed,2022,16553
19834,5,1,0,1,employed,2022,16554
19835,5,1,1,0,employed,2022,16555
19836,35,1,1,1,unemployed,2022,16556
19837,28,0,1,1,unemployed,2022,16557
19838,16,1,0,0,unemployed,2022,16558
19839,13,1,1,1,unemployed,2022,16559
19840,5,1,0,1,unemployed,2022,16560
19841,5,1,0,0,employed,2022,16561
19842,32,0,0,0,unemployed,2022,16562
19843,13,0,1,1,employed,2022,16563
19844,29,1,0,1,unemployed,2022,16564
19845,20,0,1,1,unemployed,2022,16565
19846,30,1,1,1,employed,2022,16566
19847,9,1,1,1,unemployed,2022,16567
19848,14,1,0,0,unemployed,2022,16568
19849,35,1,0,1,unemployed,2022,16569
19850,22,1,1,0,unemployed,2022,16570
19851,30,1,0,0,employed,2022,16571
19852,13,0,1,0,unemployed,2022,16572
19853,9,1,1,1,below_minimum_legal_work_age,2022,16573
19854,13,1,1,0,employed,2022,16574
19855,32,0,0,0,employed,2022,16575
19856,39,0,1,1,employed,2022,16576
19857,24,1,0,0,employed,2022,16577
19858,28,1,1,1,unemployed,2022,16578
19859,8,0,1,0,employed,2022,16579
19860,8,1,0,1,employed,2022,16580
19861,14,1,0,0,unemployed,2022,16581
19862,9,1,1,0,unemployed,2022,16582
19863,5,1,1,1,employed,2022,16583
19864,10,1,1,0,unemployed,2022,16584
19865,12,0,1,1,unemployed,2022,16585
19866,10,0,1,1,employed,2022,16586
19867,6,1,0,1,below_minimum_legal_work_age,2022,16587
19868,11,1,0,0,employed,2022,16588
19869,6,1,0,1,employed,2022,16589
19870,12,1,1,1,employed,2022,16590
19871,9,1,1,1,employed,2022,16591
19872,11,0,1,0,unemployed,2022,16592
19873,33,1,1,1,unemployed,2022,16593
19874,13,0,1,1,employed,2022,16594
19875,8,1,1,1,unemployed,2022,16595
19876,37,1,0,1,employed,2022,16596
19877,5,1,1,1,employed,2022,16597
19878,20,1,1,1,unemployed,2022,16598
19879,40,1,1,1,employed,2022,16599
19880,27,0,1,1,employed,2022,16600
19881,10,1,1,1,unemployed,2022,16601
19882,13,1,1,0,employed,2022,16602
19883,20,1,1,1,employed,2022,16603
19884,6,1,0,1,employed,2022,16604
19885,12,0,0,0,employed,2022,16605
19886,21,0,1,1,employed,2022,16606
19887,17,1,1,1,employed,2022,16607
19888,34,1,1,0,employed,2022,16608
19889,11,1,1,1,employed,2022,16609
19890,34,0,0,0,unemployed,2022,16610
19891,31,0,0,0,employed,2022,16611
19892,9,0,1,0,employed,2022,16612
19893,34,1,1,1,unemployed,2022,16613
19894,30,1,1,0,below_minimum_legal_work_age,2022,16614
19895,6,1,0,0,unemployed,2022,16615
19896,23,1,1,0,employed,2022,16616
19897,11,1,1,1,employed,2022,16617
19898,6,0,0,1,employed,2022,16618
19899,35,1,0,1,employed,2022,16619
19900,12,1,0,1,employed,2022,16620
19901,10,1,0,0,unemployed,2022,16621
19902,19,0,1,0,employed,2022,16622
19903,23,1,1,1,unemployed,2022,16623
19904,11,1,1,1,unemployed,2022,16624
19905,24,1,1,0,employed,2022,16625
19906,36,1,0,1,unemployed,2022,16626
19907,12,1,1,0,employed,2022,16627
19908,7,1,0,0,unemployed,2022,16628
19909,10,1,1,1,below_minimum_legal_work_age,2022,16629
19910,5,1,1,1,unemployed,2022,16630
19911,6,1,0,1,employed,2022,16631
19912,32,1,0,0,employed,2022,16632
19913,7,1,1,1,employed,2022,16633
19914,7,1,1,0,employed,2022,16634
19915,12,1,1,0,employed,2022,16635
19916,32,1,0,1,employed,2022,16636
19917,27,1,0,1,unemployed,2022,16637
19918,38,1,1,1,employed,2022,16638
19919,5,1,1,1,employed,2022,16639
19920,23,1,1,1,below_minimum_legal_work_age,2022,16640
19921,5,1,1,1,employed,2022,16641
19922,8,1,1,1,employed,2022,16642
19923,5,0,1,1,employed,2022,16643
19924,32,1,1,1,unemployed,2022,16644
19925,35,1,0,1,unemployed,2022,16645
19926,5,1,1,0,employed,2022,16646
19927,13,1,1,1,unemployed,2022,16647
19928,4,1,1,1,employed,2022,16648
19929,20,1,1,0,employed,2022,16649
19930,11,0,1,0,employed,2022,16650
19931,15,1,1,1,employed,2022,16651
19932,10,1,1,1,unemployed,2022,16652
19933,28,1,1,0,unemployed,2022,16653
19934,23,1,0,1,employed,2022,16654
19935,10,1,1,1,employed,2022,16655
19936,13,1,1,1,employed,2022,16656
19937,39,0,0,1,employed,2022,16657
19938,11,1,1,0,employed,2022,16658
19939,18,1,1,1,employed,2022,16659
19940,40,1,0,1,employed,2022,16660
19941,30,1,1,0,unemployed,2022,16661
19942,21,1,0,1,employed,2022,16662
19943,24,1,1,0,unemployed,2022,16663
19944,11,1,1,1,unemployed,2022,16664
19945,20,1,1,1,employed,2022,16665
19946,25,1,1,0,unemployed,2022,16666
19947,28,0,1,0,unemployed,2022,16667
19948,34,0,1,0,unemployed,2022,16668
19949,19,0,0,0,employed,2022,16669
19950,4,1,1,1,employed,2022,16670
19951,30,1,1,0,employed,2022,16671
19952,24,1,1,0,employed,2022,16672
19953,20,1,0,1,employed,2022,16673
19954,6,1,0,1,unemployed,2022,16674
19955,20,1,0,1,employed,2022,16675
19956,13,1,1,1,unemployed,2022,16676
19957,12,1,1,1,unemployed,2022,16677
19958,33,1,0,1,unemployed,2022,16678
19959,29,1,1,1,below_minimum_legal_work_age,2022,16679
19960,9,0,1,0,employed,2022,16680
19961,22,1,1,0,employed,2022,16153
19962,5,1,1,0,unemployed,2022,16240
19963,23,1,1,1,unemployed,2022,16246
19964,27,1,1,0,employed,2022,16489
19965,6,1,1,0,employed,2022,16470
19966,11,1,1,0,unemployed,2022,16088
19967,8,1,1,0,employed,2022,16401
19968,12,1,1,0,employed,2022,16363
19969,22,1,1,0,unemployed,2022,16082
19970,8,1,1,0,unemployed,2022,16520
19971,37,1,1,1,employed,2022,16032
19972,35,1,1,0,employed,2022,16368
19973,26,1,1,0,employed,2022,16117
19974,11,1,1,0,employed,2022,16160
19975,19,1,1,0,employed,2022,16475
19976,11,1,1,0,employed,2022,16393
19977,9,1,1,0,employed,2022,16438
19978,26,1,1,0,unemployed,2022,16374
19979,7,1,1,0,below minimum working age,2022,16392
19980,24,1,1,1,employed,2022,16144
19981,37,1,1,0,employed,2022,16474
19982,28,1,1,0,below minimum working age,2022,16355
19983,26,1,1,1,employed,2022,16020
19984,19,1,0,1,employed,2022,16277
19985,34,1,1,0,unemployed,2022,16343
19986,37,1,1,0,employed,2022,16441
19987,28,1,0,0,unemployed,2022,16289
19988,24,0,1,0,employed,2022,16232
19989,25,0,1,1,employed,2022,16059
19990,26,1,1,0,employed,2022,16175
19991,9,1,1,0,unemployed,2022,16399
19992,33,1,1,0,employed,2022,16198
19993,37,1,1,0,unemployed,2022,16143
19994,4,1,1,0,unemployed,2022,16437
19995,18,1,1,0,employed,2022,16085
19996,12,1,1,1,unemployed,2022,16181
19997,10,1,1,0,employed,2022,16155
19998,37,1,1,0,below minimum working age,2022,16510
19999,25,1,1,0,employed,2022,16135
20000,5,1,1,1,unemployed,2022,16325
20001,11,1,1,0,unemployed,2023,16681
20002,8,1,0,1,employed,2023,16682
20003,12,1,1,1,employed,2023,16683
20004,6,1,1,0,unemployed,2023,16684
20005,33,1,1,1,employed,2023,16685
20006,12,1,1,1,employed,2023,16686
20007,10,1,1,0,unemployed,2023,16687
20008,14,0,1,0,employed,2023,16688
20009,7,1,1,0,unemployed,2023,16689
20010,6,1,1,1,unemployed,2023,16690
20011,13,1,1,1,employed,2023,16691
20012,38,0,1,1,employed,2023,16692
20013,23,1,1,0,employed,2023,16693
20014,8,0,1,0,employed,2023,16694
20015,7,1,1,1,employed,2023,16695
20016,11,1,0,1,employed,2023,16696
20017,5,1,1,1,unemployed,2023,16697
20018,36,1,1,1,employed,2023,16698
20019,9,1,1,1,unemployed,2023,16699
20020,29,0,0,1,employed,2023,16700
20021,4,1,1,0,unemployed,2023,16701
20022,8,1,0,1,unemployed,2023,16702
20023,21,1,1,1,employed,2023,16703
20024,38,1,1,1,unemployed,2023,16704
20025,11,1,0,1,employed,2023,16705
